Constituency_No,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion
13,06-01-1977,17,797,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GUNCOLIENCAR SHRIPAD LAXMAN,2817,MAG,PANKAR RAGHUVIR SHANU,2655,8,0,0.0,6724,6841,13565,0,0,0,6724,6841,13565,12,0,0.0,4376,3991,8367,0,0,0,4376,3991,8367,12,0,0.0,8367,8263,104,0,0,10,0,0.0
14,06-01-1977,19,807,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,BANDODCAR KRISHAN RAGU,6246,IND,PANJIKER SHASHI GOVIND,2400,8,0,0.0,7834,7515,15349,0,0,0,7834,7515,15349,12,0,0.0,5659,4793,10452,0,0,0,5659,4793,10452,12,0,0.0,10452,10286,166,0,0,10,0,0.0
15,06-01-1977,19,770,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,NAIK RHOIDAS HARISCHANDRA,4749,INC,AGUIAR JOILDO SOUZA,4436,8,0,0.0,7631,7011,14642,0,0,0,7631,7011,14642,12,0,0.0,5630,4757,10387,0,0,0,5630,4757,10387,12,0,0.0,10387,10271,116,0,0,10,0,0.0
16,06-01-1977,19,847,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,NAIK JAYAKRISHNA PUTU,5964,INC,SHIRODHAR VASSANTA SHANKAR,2988,8,0,0.0,8179,7925,16104,0,0,0,8179,7925,16104,12,0,0.0,5540,4785,10325,0,0,0,5540,4785,10325,12,0,0.0,10325,10173,152,0,0,10,0,0.0
17,06-01-1977,25,674,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,MARATHER SADASHIV VAMAN,5239,INC,NAIK TARI GURUDAS VASSUDEV,4391,8,0,0.0,9089,7761,16850,0,0,0,9089,7761,16850,12,0,0.0,5890,4793,10683,0,0,0,5890,4793,10683,12,0,0.0,10683,10440,243,0,0,10,0,0.0
18,06-01-1977,27,484,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,DESSAI DILKUSH FOTU,3442,INC,DESAI MOLU GANABA,2371,8,0,0.0,6814,6264,13078,0,0,0,6814,6264,13078,12,0,0.0,4857,3939,8796,0,0,0,4857,3939,8796,12,0,0.0,8796,8552,244,0,0,10,0,0.0
19,06-01-1977,26,608,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,GAONKAR VASU PAIK,5544,JNP,PRABHU GOPAL VENKATESH,3013,8,0,0.0,7830,8003,15833,0,0,0,7830,8003,15833,12,0,0.0,5799,5501,11300,0,0,0,5799,5501,11300,12,0,0.0,11300,11123,177,0,0,10,0,0.0
20,06-01-1977,22,774,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,DESSAI VAIKUNT GOVIND,4168,MAG,GAUNSO DESSAI SATISH NILU,3597,8,0,0.0,8846,8199,17045,0,0,0,8846,8199,17045,12,0,0.0,5483,4972,10455,0,0,0,5483,4972,10455,12,0,0.0,10455,10252,203,0,0,10,0,0.0
21,06-01-1977,21,885,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JNP,REBELLO FERDINO ASSIZ,3321,INC,ROQUE SANTANA FERNANDES,3281,8,0,0.0,8763,9842,18605,0,0,0,8763,9842,18605,12,0,0.0,4606,5972,10578,0,0,0,4606,5972,10578,12,0,0.0,10578,10441,137,0,0,10,0,0.0
22,06-01-1977,19,929,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,COTA LOURENCE PEDRO SANTANO,4196,JNP,BARRETO JACO JESMINA,3117,8,0,0.0,8355,9314,17669,0,0,0,8355,9314,17669,12,0,0.0,4497,5382,9879,0,0,0,4497,5382,9879,12,0,0.0,9879,9779,100,0,0,10,0,0.0
23,06-01-1977,17,899,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,VELHO LEO MAURICIC,4434,MAG,KADAM SHANTARAM BICAJI,2425,8,0,0.0,7473,7817,15290,0,0,0,7473,7817,15290,12,0,0.0,4426,4638,9064,0,0,0,4426,4638,9064,12,0,0.0,9064,8985,79,0,0,10,0,0.0
24,06-01-1977,15,982,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,NAIK ANANTA NARCINAVA,4551,MAG,VAIDYA GOPAL PANDURANG,2764,8,0,0.0,7656,7081,14737,0,0,0,7656,7081,14737,12,0,0.0,5124,4208,9332,0,0,0,5124,4208,9332,12,0,0.0,9332,9256,76,0,0,10,0,0.0
25,06-01-1977,23,756,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SARDINHA FERNCISCO CETANA,3945,JNP,AGUIAR MANUEL SEBASTIAO,2817,8,0,0.0,8299,9102,17401,0,0,0,8299,9102,17401,12,0,0.0,4360,5098,9458,0,0,0,4360,5098,9458,12,0,0.0,9458,9326,132,0,0,10,0,0.0
26,06-01-1977,18,831,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,FROILANO MACHADO,4654,MAG,COLACO PEDRO ANASTACIO,2431,8,0,0.0,6779,8187,14966,0,0,0,6779,8187,14966,12,0,0.0,4418,4861,9279,0,0,0,4418,4861,9279,12,0,0.0,9279,9133,146,0,0,10,0,0.0
27,06-01-1977,18,786,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,LAAD SHANKAR VISHVESWAR,3057,INC,DOURADO HARCULANE T.,2445,8,0,0.0,7935,6214,14149,0,0,0,7935,6214,14149,12,0,0.0,4383,3556,7939,0,0,0,4383,3556,7939,12,0,0.0,7939,7837,102,0,0,10,0,0.0
28,06-01-1977,20,818,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SHAIKH HASSAN HAROON,3256,MAG,JOSHI VASANT SUBRAY,2615,8,0,0.0,9961,6414,16375,0,0,0,9961,6414,16375,12,0,0.0,5363,3155,8518,0,0,0,5363,3155,8518,12,0,0.0,8518,8431,87,0,0,10,0,0.0
29,06-01-1977,24,860,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,BHATHELA MAKANBHAI MORARJI,6423,JNP,BHATHELA DAJIBHAI KANJIBHAI,6401,8,0,0.0,9871,10769,20640,0,0,0,9871,10769,20640,12,0,0.0,6634,7777,14411,0,0,0,6634,7777,14411,12,0,0.0,14411,14033,378,0,0,10,0,0.0
30,06-01-1977,16,864,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,FUGRO NARAYAN SHRINIVAS,5522,MAG,MODASIA BALUBHAI DHARSI,3565,8,0,0.0,6084,7750,13834,0,0,0,6084,7750,13834,12,0,0.0,4087,5983,10070,0,0,0,4087,5983,10070,12,0,0.0,10070,9789,281,0,0,10,0,0.0
