Constituency_No,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion
11,27-12-1984,20,930,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,BRANCO FREANCISCO AFONSO,5537,INC,MONTEIRO ANTONICIO ANTONIO AGNELO,2939,8,0,0.0,9544,9073,18617,0,0,0,9544,9073,18617,12,0,0.0,6609,6263,12872,0,0,0,6609,6263,12872,12,0,0.0,12872,12310,562,0,0,10,0,0.0
12,27-12-1984,27,690,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,JHALMI KASHINATH  GOVIND,3721,INC,MAHAMBRE PREMANAND PARSHURAM,3267,8,0,0.0,9298,9353,18651,0,0,0,9298,9353,18651,12,0,0.0,6574,6386,12960,0,0,0,6574,6386,12960,12,0,0.0,12960,12470,490,0,0,10,0,0.0
13,27-12-1984,20,853,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,CONCOLINKAR SRIPAD LAXMIAN,4478,IND,PEREIRA TEOTONIO FRACISCO PAULO,3199,8,0,0.0,8797,8271,17068,0,0,0,8797,8271,17068,12,0,0.0,6307,5522,11829,0,0,0,6307,5522,11829,12,0,0.0,11829,11322,507,0,0,10,0,0.0
14,27-12-1984,24,747,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,GAUNKAR BABUSSO SANVLO,6448,INC,NAIK SHAMA MAHANANDU,4449,8,0,0.0,9166,8777,17943,0,0,0,9166,8777,17943,12,0,0.0,7421,6576,13997,0,0,0,7421,6576,13997,12,0,0.0,13997,13554,443,0,0,10,0,0.0
15,27-12-1984,27,790,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,NAIK RAVI SITARAM,7384,INC,NAIK GAUNEKAR ANIL NORSU,4762,8,0,0.0,11322,10016,21338,0,0,0,11322,10016,21338,12,0,0.0,8982,7446,16428,0,0,0,8982,7446,16428,12,0,0.0,16428,16000,428,0,0,10,0,0.0
16,27-12-1984,28,692,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SHIRODKER SUBHASH ANKUSH,6722,IND,SHIRODKAR JAIKRISHNA PUTU,3102,8,0,0.0,9740,9645,19385,0,0,0,9740,9645,19385,12,0,0.0,7493,6864,14357,0,0,0,7493,6864,14357,12,0,0.0,14357,13861,496,0,0,10,0,0.0
17,27-12-1984,35,570,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,NAIK PANDU VASSU,5553,IND,DESSAI MADAVARAO SHIVAJIRAO,3510,8,0,0.0,10481,9487,19968,0,0,0,10481,9487,19968,12,0,0.0,7891,6930,14821,0,0,0,7891,6930,14821,12,0,0.0,14821,14207,614,0,0,10,0,0.0
18,27-12-1984,31,517,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,VELIP PRAKASH SHANKAR,4644,INC,PHAL DESSAI SAHNKAR,3685,8,0,0.0,8309,7740,16049,0,0,0,8309,7740,16049,12,0,0.0,6394,5559,11953,0,0,0,6394,5559,11953,12,0,0.0,11953,11521,432,0,0,10,0,0.0
19,27-12-1984,33,590,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GAONKAR VASSU PAIK,7031,IND,KAKODKAR SHASHIKALA GURUDUTT,3973,8,0,0.0,9838,9654,19492,0,0,0,9838,9654,19492,12,0,0.0,7595,7612,15207,0,0,0,7595,7612,15207,12,0,0.0,15207,14713,494,0,0,10,0,0.0
20,27-12-1984,27,804,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,VOIKUNT DESSAI,5375,IND,FERNANDES DOMNIC JOAQUIM,4790,8,0,0.0,11100,10611,21711,0,0,0,11100,10611,21711,12,0,0.0,7973,7584,15557,0,0,0,7973,7584,15557,12,0,0.0,15557,15155,402,0,0,10,0,0.0
21,27-12-1984,27,746,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,FERNANDES MANU,5535,IND,NAIQUE DESSAI MOTILAL ROGUNATA,2893,8,0,0.0,9570,10595,20165,0,0,0,9570,10595,20165,12,0,0.0,5643,7305,12948,0,0,0,5643,7305,12948,12,0,0.0,12948,12598,350,0,0,10,0,0.0
22,27-12-1984,25,761,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,CRUZ FRANCISCO MONTE PIEDADE,7280,IND,CHURCHIL ALEMAO,5555,8,0,0.0,8755,10275,19030,0,0,0,8755,10275,19030,12,0,0.0,5911,7377,13288,0,0,0,5911,7377,13288,12,0,0.0,13288,12993,295,0,0,10,0,0.0
23,27-12-1984,25,831,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,FALEIRO LUIZINHO,9126,INC,TEMUDO BENEDITO FRANCIS,3472,8,0,0.0,10223,10576,20799,0,0,0,10223,10576,20799,12,0,0.0,6949,6766,13715,0,0,0,6949,6766,13715,12,0,0.0,13715,13405,310,0,0,10,0,0.0
24,27-12-1984,19,923,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,BHEMBRE UDAY LAXMIKANT,6132,INC,NAIK ANANTA NARCINVA,4775,8,0,0.0,9032,8519,17551,0,0,0,9032,8519,17551,12,0,0.0,6164,5836,12000,0,0,0,6164,5836,12000,12,0,0.0,12000,11548,452,0,0,10,0,0.0
25,27-12-1984,29,702,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SARDINHA FRANCISCO CAETANO,9452,IND,DIAS INACIO CAETANO MARCELINO,3787,8,0,0.0,9943,10432,20375,0,0,0,9943,10432,20375,12,0,0.0,6526,7355,13881,0,0,0,6526,7355,13881,12,0,0.0,13881,13530,351,0,0,10,0,0.0
26,27-12-1984,24,761,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,BARBOSA LUIS PROTO,4818,IND,FERNANDES ANTONIO FRANCISCO PAULO,3195,8,0,0.0,8663,9620,18283,0,0,0,8663,9620,18283,12,0,0.0,5593,6254,11847,0,0,0,5593,6254,11847,12,0,0.0,11847,11501,346,0,0,10,0,0.0
27,27-12-1984,31,759,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,D'SOUZA SIMON PETER,5865,IND,DOURADO HERCULANO TEODORO,3171,8,0,0.0,12953,10584,23537,0,0,0,12953,10584,23537,12,0,0.0,8564,7122,15686,0,0,0,8564,7122,15686,12,0,0.0,15686,15207,479,0,0,10,0,0.0
28,27-12-1984,26,766,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SHAIKH HASSAN HAROON,6425,MAG,AMONKAR PADMANABH HARI,2873,8,0,0.0,11163,8766,19929,0,0,0,11163,8766,19929,12,0,0.0,7300,5530,12830,0,0,0,7300,5530,12830,12,0,0.0,12830,12497,333,0,0,10,0,0.0
29,27-12-1984,30,843,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,PRABHAKAR JIVANBHAI SOMABHAI,5316,IND,PATEL DAHYABHAI VALLABHABHAI,3451,8,0,0.0,12349,12947,25296,0,0,0,12349,12947,25296,12,0,0.0,8879,10042,18921,0,0,0,8879,10042,18921,12,0,0.0,18921,17935,986,0,0,10,0,0.0
30,27-12-1984,22,766,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SOLANKI SHAMJIBHAI BHIKHA,6109,IND,FUGRO NARAYAN SHRINIVASS,5727,8,0,0.0,7700,9163,16863,0,0,0,7700,9163,16863,12,0,0.0,5132,7463,12595,0,0,0,5132,7463,12595,12,0,0.0,12595,12147,448,0,0,10,0,0.0
