Constituency_No,Uncontested,Women_Col_Forced,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_BALLOT PAPER SET APART_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion
308,False,False,20-05-1991,194,945,True,0,0,0,0,0,0,0,0,0,12,0,12,9,0,9,20,9,45.0,BJP,BANWARI LAL DOHRE,23169.0,JD,KALIYAN SINGH DOHRE,23122.0,8,0,0.0,100840,82454,183294,0,0,0,100840,82454,183294,12,0,0.0,48283,39502,87785,0,0,0,48283,39502,87785,12,0,0.0,87785,84676,3109,0,0,0,12,0,0.0
309,False,False,20-05-1991,202,933,True,0,0,0,0,0,0,0,0,0,20,3,23,17,3,20,20,9,45.0,JP,ARVIND PARTAP SINGH,31940.0,JD,DEVESHWAR NARAYAN SINGH,28496.0,8,0,0.0,103637,84732,188369,0,0,0,103637,84732,188369,12,0,0.0,53445,43721,97166,0,0,0,53445,43721,97166,12,0,0.0,97166,93431,3735,0,0,0,12,0,0.0
310,False,False,20-05-1991,209,954,True,0,0,0,0,0,0,0,0,0,13,1,14,10,1,11,20,9,45.0,JP,KAPTAN SINGH,33887.0,BJP,RAM PRAKASH TRIPATHI,31088.0,8,0,0.0,109750,89714,199464,0,0,0,109750,89714,199464,12,0,0.0,58576,47925,106501,0,0,0,58576,47925,106501,12,0,0.0,106501,103590,2911,0,0,0,12,0,0.0
311,False,False,20-05-1991,210,928,True,0,0,0,0,0,0,0,0,0,26,1,27,25,0,25,20,9,45.0,BJP,URMILA RAJPUT,40686.0,JP,ZAMAUDDIN,27757.0,8,0,0.0,107217,87672,194889,0,0,0,107217,87672,194889,12,0,0.0,58318,47714,106032,0,0,0,58318,47714,106032,12,0,0.0,106032,102885,3147,0,0,0,12,0,0.0
312,False,False,20-05-1991,198,970,True,0,0,0,0,0,0,0,0,0,29,1,30,25,1,26,20,9,45.0,BJP,BRAHM DUTT DWIVEDI,26550.0,INC,VIMAL PRASAD TIWARI,18065.0,8,0,0.0,105685,86408,192093,0,0,0,105685,86408,192093,12,0,0.0,46493,38035,84528,0,0,0,46493,38035,84528,12,0,0.0,84528,81962,2566,0,0,0,12,0,0.0
313,False,False,20-05-1991,215,943,True,0,0,0,0,0,0,0,0,0,15,0,15,12,0,12,20,9,45.0,JD,IJHAR ALAM KHAN,21753.0,JP,FAQIRE LAL,17695.0,8,0,0.0,111613,91235,202848,0,0,0,111613,91235,202848,12,0,0.0,56382,46119,102501,0,0,0,56382,46119,102501,12,0,0.0,102501,98440,4061,0,0,0,12,0,0.0
314,False,False,20-05-1991,208,950,True,0,0,0,0,0,0,0,0,0,22,0,22,21,0,21,20,9,45.0,INC,NARENDER SINGH YADAV,59805.0,IND,UPDESH SINGH URF KHALIFA,16464.0,8,0,0.0,108762,88831,197593,0,0,0,108762,88831,197593,12,0,0.0,56395,46131,102526,0,0,0,56395,46131,102526,12,0,0.0,102526,99484,3042,0,0,0,12,0,0.0
315,False,False,20-05-1991,178,934,True,0,0,0,0,0,0,0,0,0,10,3,13,8,3,11,20,9,45.0,BJP,MANNU LAL KURIL,22774.0,CPI,RAMESHWAR PRASAD,17500.0,8,0,0.0,91505,74829,166334,0,0,0,91505,74829,166334,12,0,0.0,36675,30372,67047,0,0,0,36675,30372,67047,12,0,0.0,67047,63532,3515,0,0,0,12,0,0.0
316,False,False,20-05-1991,183,891,True,0,0,0,0,0,0,0,0,0,10,0,10,6,0,6,20,9,45.0,CPI,RAM PRASAD SINGH,20488.0,INC,HIRA LAL PANDAY,16628.0,8,0,0.0,89703,73351,163054,0,0,0,89703,73351,163054,12,0,0.0,42932,35127,78059,0,0,0,42932,35127,78059,12,0,0.0,78059,74278,3781,0,0,0,12,0,0.0
317,False,False,20-05-1991,203,886,True,0,0,0,0,0,0,0,0,0,11,0,11,9,0,9,20,9,45.0,BSP,GAYA CHARAN DINKAR,22295.0,BJP,AYODHYA SINGH,12917.0,8,0,0.0,98898,80910,179808,0,0,0,98898,80910,179808,12,0,0.0,42462,34743,77205,0,0,0,42462,34743,77205,12,0,0.0,77205,72722,4483,0,0,0,12,0,0.0
318,False,False,20-05-1991,195,890,True,0,0,0,0,0,0,0,0,0,17,0,17,14,0,14,20,9,45.0,BSP,VISHAMBHAR PRASAD,17527.0,JD,CHANDRA BHAN SINGH,15790.0,8,0,0.0,95524,78030,173554,0,0,0,95524,78030,173554,12,0,0.0,34401,28147,62548,0,0,0,34401,28147,62548,12,0,0.0,62548,59410,3138,0,0,0,12,0,0.0
319,False,False,20-05-1991,210,911,True,0,0,0,0,0,0,0,0,0,27,0,27,25,0,25,20,9,45.0,BSP,NASTMUDDING SIDDIQI,23989.0,BJP,RAM RATAN SHARMA,21015.0,8,0,0.0,105401,85906,191307,0,0,0,105401,85906,191307,12,0,0.0,42097,34443,76540,0,0,0,42097,34443,76540,12,0,0.0,76540,72652,3888,0,0,0,12,0,0.0
320,False,False,20-05-1991,207,914,True,0,0,0,0,0,0,0,0,0,18,0,18,15,0,15,20,9,45.0,BJP,RAMESH CHANDRA DWIVEDI S/O PURUSHOTTAM,24195.0,JP,SURENDRA PAL,20144.0,8,0,0.0,104024,85088,189112,0,0,0,104024,85088,189112,12,0,0.0,48756,39891,88647,0,0,0,48756,39891,88647,12,0,0.0,88647,84191,4456,0,0,0,12,0,0.0
321,False,False,20-05-1991,185,888,True,0,0,0,0,0,0,0,0,0,16,1,17,13,1,14,20,9,45.0,BSP,SHIV CHARAN PRAJAPATI,25602.0,JP,ASHOK KUMAR CHANDEL,19126.0,8,0,0.0,92180,72111,164291,0,0,0,92180,72111,164291,12,0,0.0,54253,31522,85775,0,0,0,54253,31522,85775,12,0,0.0,85775,81754,4021,0,0,0,12,0,0.0
322,False,False,20-05-1991,167,959,True,0,0,0,0,0,0,0,0,0,14,0,14,12,0,12,20,9,45.0,BJP,BADSHAH SINGH,26138.0,BSP,BASIRUDDIN,18895.0,8,0,0.0,89545,70598,160143,0,0,0,89545,70598,160143,12,0,0.0,49292,28300,77592,0,0,0,49292,28300,77592,12,0,0.0,77592,74254,3338,0,0,0,12,0,0.0
323,False,False,20-05-1991,201,887,True,0,0,0,0,0,0,0,0,0,13,0,13,10,0,10,20,9,45.0,INC,RAM SINGH,20591.0,JD,RAMA DHAR SINGH,20302.0,8,0,0.0,99045,79244,178289,0,0,0,99045,79244,178289,12,0,0.0,56413,32540,88953,0,0,0,56413,32540,88953,12,0,0.0,88953,85131,3822,0,0,0,12,0,0.0
324,False,False,20-05-1991,163,1019,True,0,0,0,0,0,0,0,0,0,16,0,16,13,0,13,20,9,45.0,INC,MIHI LAL,20716.0,BJP,CHHOTE LAL,18955.0,8,0,0.0,90875,75262,166137,0,0,0,90875,75262,166137,12,0,0.0,42720,28437,71157,0,0,0,42720,28437,71157,12,0,0.0,71157,67616,3541,0,0,0,12,0,0.0
325,False,False,20-05-1991,182,957,True,0,0,0,0,0,0,0,0,0,16,0,16,12,0,12,20,9,45.0,BJP,CHHOTE LAL MISHRA,19520.0,JD,ARIMARDAN SINGH,19363.0,8,0,0.0,95131,78969,174100,0,0,0,95131,78969,174100,12,0,0.0,48760,32502,81262,0,0,0,48760,32502,81262,12,0,0.0,81262,76740,4522,0,0,0,12,0,0.0
326,False,False,20-05-1991,225,905,True,0,0,0,0,0,0,0,0,0,17,0,17,15,0,15,20,9,45.0,INC,PURAN SINGH BUNDELA,45408.0,BJP,DEVENDRA KUMAR SINGH,37819.0,8,0,0.0,104855,98834,203689,0,0,0,104855,98834,203689,12,0,0.0,67738,44791,112529,0,0,0,67738,44791,112529,12,0,0.0,112529,102230,9700,11,588,0,12,0,0.0
327,False,False,20-05-1991,232,947,True,0,0,0,0,0,0,0,0,0,26,0,26,23,0,23,20,9,45.0,BJP,ARVIND KUMAR,28234.0,BSP,TILAK SINGH,17868.0,8,0,0.0,111166,108565,219731,0,0,0,111166,108565,219731,12,0,0.0,60154,30160,90314,0,0,0,60154,30160,90314,12,0,0.0,90314,85161,5148,5,0,0,12,0,0.0
328,False,False,20-05-1991,257,895,True,0,0,0,0,0,0,0,0,0,35,2,37,32,2,34,20,9,45.0,BJP,RAVINDRA SHUKLA,43937.0,INC,MUKHTAR AHMAD,18021.0,8,0,0.0,124357,105754,230111,0,0,0,124357,105754,230111,12,0,0.0,63267,35613,98880,0,0,0,63267,35613,98880,12,0,0.0,98880,95122,3758,0,0,0,12,0,0.0
329,False,False,20-05-1991,273,740,True,0,0,0,0,0,0,0,0,0,9,2,11,8,1,9,20,9,45.0,BJP,RATAN LAL AHIRWAR,27470.0,INC,BENI BAI,26144.0,8,0,0.0,109056,92839,201895,0,0,0,109056,92839,201895,12,0,0.0,46954,42557,89511,0,0,0,46954,42557,89511,12,0,0.0,89511,83533,5978,0,0,0,12,0,0.0
330,False,False,20-05-1991,258,759,True,0,0,0,0,0,0,0,0,0,9,0,9,7,0,7,20,9,45.0,BJP,PRAGI LAL AHIRWAR,32058.0,INC,BIHARI LAL ARYA,31962.0,8,0,0.0,105876,90055,195931,0,0,0,105876,90055,195931,12,0,0.0,45255,40254,85509,0,0,0,45255,40254,85509,12,0,0.0,85509,80280,5229,0,0,0,12,0,0.0
331,False,False,20-05-1991,261,747,True,0,0,0,0,0,0,0,0,0,14,1,15,11,1,12,20,9,45.0,INC,RANJIT SINGH JU DEO,33419.0,BJP,VEERENDRA SINGH NIRANJAN,28661.0,8,0,0.0,105422,89636,195058,0,0,0,105422,89636,195058,12,0,0.0,66997,40275,107272,0,0,0,66997,40275,107272,12,0,0.0,107272,102589,4683,0,0,0,12,0,0.0
332,False,False,20-05-1991,187,909,True,0,0,0,0,0,0,0,0,0,13,1,14,10,1,11,20,9,45.0,BJP,BHANU PRATAP SINGH VERMA,28841.0,JD,DAYA SHANKER,16757.0,8,0,0.0,93467,76455,169922,0,0,0,93467,76455,169922,12,0,0.0,43749,35796,79545,0,0,0,43749,35796,79545,12,0,0.0,79545,76343,3202,0,0,0,12,0,0.0
333,False,False,20-05-1991,211,942,True,0,0,0,0,0,0,0,0,0,20,1,21,17,1,18,20,9,45.0,BJP,BABOO RAM,34966.0,BSP,AKBAR ALI,19193.0,8,0,0.0,109319,89358,198677,0,0,0,109319,89358,198677,12,0,0.0,55349,45287,100636,0,0,0,55349,45287,100636,12,0,0.0,100636,96708,3928,0,0,0,12,0,0.0
334,False,False,20-05-1991,197,920,True,0,0,0,0,0,0,0,0,0,13,1,14,10,1,11,20,9,45.0,BSP,SHRI RAM,25653.0,JP,CHAUDHARI SHANKER SINGH,19570.0,8,0,0.0,99794,81477,181271,0,0,0,99794,81477,181271,12,0,0.0,52221,42725,94946,0,0,0,52221,42725,94946,12,0,0.0,94946,89678,5268,0,0,0,12,0,0.0
335,False,False,20-05-1991,203,945,True,0,0,0,0,0,0,0,0,0,23,0,23,20,0,20,20,9,45.0,BJP,KESHAV SINGH,31648.0,BSP,SHEO RAM,29514.0,8,0,0.0,105191,86739,191930,0,0,0,105191,86739,191930,12,0,0.0,54658,44720,99378,0,0,0,54658,44720,99378,12,0,0.0,99378,94793,4585,0,0,0,12,0,0.0
336,False,False,20-05-1991,192,908,True,0,0,0,0,0,0,0,0,0,19,1,20,16,1,17,20,9,45.0,JP,RAM AUTAR SHAKYA,32385.0,BJP,SHIV RAJ SINGH CHAUHAN,31135.0,8,0,0.0,92493,81765,174258,0,0,0,92493,81765,174258,12,0,0.0,61332,40887,102219,0,0,0,61332,40887,102219,12,0,0.0,102219,99999,2220,0,0,0,12,0,0.0
337,False,False,20-05-1991,194,898,True,0,0,0,0,0,0,0,0,0,16,2,18,15,1,16,20,9,45.0,JP,RAMESHWAR DAYAL BALMIKI,34602.0,BJP,SAVITRI,21568.0,8,0,0.0,92368,81807,174175,0,0,0,92368,81807,174175,12,0,0.0,59899,20106,80005,0,0,0,59899,20106,80005,12,0,0.0,80005,78181,1824,0,0,0,12,0,0.0
338,False,False,20-05-1991,183,1045,True,0,0,0,0,0,0,0,0,0,21,1,22,19,1,20,20,9,45.0,JP,BABU RAM YADAV,41895.0,INC,SUNDER SINGH BAGHEL,28524.0,8,0,0.0,102674,88509,191183,0,0,0,102674,88509,191183,12,0,0.0,50754,44938,95692,0,0,0,50754,44938,95692,12,0,0.0,95692,92792,2900,0,0,0,12,0,0.0
339,False,False,20-05-1991,181,975,True,0,0,0,0,0,0,0,0,0,21,0,21,18,0,18,20,9,45.0,IND,JHAULAL YADAV,20901.0,BJP,RAJESH KUMAR,18656.0,8,0,0.0,93818,82622,176440,0,0,0,93818,82622,176440,12,0,0.0,47522,37115,84637,0,0,0,47522,37115,84637,12,0,0.0,84637,80950,3687,0,0,0,12,0,0.0
340,False,False,20-05-1991,185,971,True,0,0,0,0,0,0,0,0,0,16,1,17,13,1,14,20,9,45.0,JD,JAIDAN SINGH,30812.0,JP,BALVIR SINGH,19816.0,8,0,0.0,94192,85487,179679,0,0,0,94192,85487,179679,12,0,0.0,62715,33768,96483,0,0,0,62715,33768,96483,12,0,0.0,96483,92910,3573,0,0,0,12,0,0.0
341,False,False,20-05-1991,175,915,True,0,0,0,0,0,0,0,0,0,13,1,14,12,0,12,20,9,45.0,BJP,GANDHRAV SINGH,26609.0,JP,URMILA DEVI,26075.0,8,0,0.0,85801,74284,160085,0,0,0,85801,74284,160085,12,0,0.0,47073,38084,85157,0,0,0,47073,38084,85157,12,0,0.0,85157,82489,2668,0,0,0,12,0,0.0
342,False,False,20-05-1991,184,937,True,0,0,0,0,0,0,0,0,0,15,0,15,13,0,13,20,9,45.0,BJP,NARENDER SINGH,34014.0,JP,KALI CHARAN YADAV,25479.0,8,0,0.0,91483,80983,172466,0,0,0,91483,80983,172466,12,0,0.0,58978,29231,88209,0,0,0,58978,29231,88209,12,0,0.0,88209,85435,2774,0,0,0,12,0,0.0
343,False,False,20-05-1991,208,895,True,0,0,0,0,0,0,0,0,0,20,1,21,17,1,18,20,9,45.0,JP,AVADH PAL SINGH,32038.0,BJP,GENDA LAL,22411.0,8,0,0.0,102092,84130,186222,0,0,0,102092,84130,186222,12,0,0.0,63284,40821,104105,0,0,0,63284,40821,104105,12,0,0.0,104105,101901,2204,0,0,0,12,0,0.0
344,False,False,20-05-1991,196,899,True,0,0,0,0,0,0,0,0,0,16,0,16,13,0,13,20,9,45.0,BJP,RAJENDER SINGH,32524.0,INC,DEVENDER SINGH YADAV,27502.0,8,0,0.0,96590,79525,176115,0,0,0,96590,79525,176115,12,0,0.0,64666,35422,100088,0,0,0,64666,35422,100088,12,0,0.0,100088,96291,3797,0,0,0,12,0,0.0
345,False,False,20-05-1991,167,931,True,0,0,0,0,0,0,0,0,0,13,0,13,11,0,11,20,9,45.0,BJP,SURAJ SINGH SHAKYA,31052.0,JP,VIRENDER SINGH SOLANKI,26928.0,8,0,0.0,85396,70162,155558,0,0,0,85396,70162,155558,12,0,0.0,53903,28751,82654,0,0,0,53903,28751,82654,12,0,0.0,82654,80261,2393,0,0,0,12,0,0.0
346,False,False,20-05-1991,172,909,True,0,0,0,0,0,0,0,0,0,14,1,15,12,1,13,20,9,45.0,BJP,ONKAR SINGH,26809.0,BSP,VIKRAM SINGH,16113.0,8,0,0.0,85695,70640,156335,0,0,0,85695,70640,156335,12,0,0.0,55549,25467,81016,0,0,0,55549,25467,81016,12,0,0.0,81016,77856,3160,0,0,0,12,0,0.0
347,False,False,20-05-1991,196,897,True,0,0,0,0,0,0,0,0,0,15,0,15,12,0,12,20,9,45.0,BJP,NET RAM SINGH,32963.0,JD,UMESH CHANDER,17217.0,8,0,0.0,96326,79523,175849,0,0,0,96326,79523,175849,12,0,0.0,55461,35015,90476,0,0,0,55461,35015,90476,12,0,0.0,90476,85373,5103,0,0,0,12,0,0.0
348,False,False,20-05-1991,175,946,True,0,0,0,0,0,0,0,0,0,14,0,14,12,0,12,20,9,45.0,BJP,PITAM SINGH,38227.0,JP,ATTAR SINGH YADAV,27367.0,8,0,0.0,90697,74881,165578,0,0,0,90697,74881,165578,12,0,0.0,59933,28081,88014,0,0,0,59933,28081,88014,12,0,0.0,88014,84730,3284,0,0,0,12,0,0.0
349,False,False,20-05-1991,167,897,True,0,0,0,0,0,0,0,0,0,17,1,18,14,1,15,20,9,45.0,BJP,SUDHAKER VERMA,28930.0,INC,ANIL KUMAR SINGH YADAV,19195.0,8,0,0.0,82178,67654,149832,0,0,0,82178,67654,149832,12,0,0.0,48140,32032,80172,0,0,0,48140,32032,80172,12,0,0.0,80172,77727,2445,0,0,0,12,0,0.0
350,False,False,20-05-1991,179,963,True,0,0,0,0,0,0,0,0,0,13,0,13,10,0,10,20,9,45.0,BJP,MADHAV,25368.0,JP,RAM KHILARI,17736.0,8,0,0.0,88764,83668,172432,0,0,0,88764,83668,172432,12,0,0.0,37988,34295,72283,0,0,0,37988,34295,72283,12,0,0.0,72283,70628,1655,0,0,0,12,0,0.0
351,False,False,20-05-1991,203,1059,True,0,0,0,0,0,0,0,0,0,30,0,30,28,0,28,20,9,45.0,BJP,RAM KISHAN DADAJU,43138.0,JD,RAGHABAR DAYAL VERMA,31523.0,8,0,0.0,113534,101533,215067,0,0,0,113534,101533,215067,12,0,0.0,65626,37944,103570,0,0,0,65626,37944,103570,12,0,0.0,103570,101437,2133,0,0,0,12,0,0.0
352,False,False,20-05-1991,200,971,True,0,0,0,0,0,0,0,0,0,8,0,8,5,0,5,20,9,45.0,JD,ARIDAMAN SINGH,30408.0,INC,AMAR CHAND,23215.0,8,0,0.0,101122,93078,194200,0,0,0,101122,93078,194200,12,0,0.0,51227,41818,93045,0,0,0,51227,41818,93045,12,0,0.0,93045,88990,4055,0,0,0,12,0,0.0
353,False,False,20-05-1991,172,987,True,0,0,0,0,0,0,0,0,0,19,0,19,16,0,16,20,9,45.0,JD,VIJAY PAL SINGH,24059.0,BJP,BIJENDRA SINGH BHATI,13969.0,8,0,0.0,88358,81488,169846,0,0,0,88358,81488,169846,12,0,0.0,41193,33702,74895,0,0,0,41193,33702,74895,12,0,0.0,74895,72248,2647,0,0,0,12,0,0.0
354,False,False,20-05-1991,187,1012,True,0,0,0,0,0,0,0,0,0,18,1,19,15,1,16,20,9,45.0,JD,OM PRAKASH DIWAKAR,20614.0,JP,RAMESH CHANDRA CHANCHAL,17208.0,8,0,0.0,98801,90416,189217,0,0,0,98801,90416,189217,12,0,0.0,56720,25809,82529,0,0,0,56720,25809,82529,12,0,0.0,82529,78572,3957,0,0,0,12,0,0.0
355,False,False,20-05-1991,192,997,True,0,0,0,0,0,0,0,0,0,20,0,20,18,0,18,20,9,45.0,JD,CHANDRA BHAN MAURYA S/O SRI BAHORI LAL,24940.0,BJP,GHAN SHYAM PREMI,20518.0,8,0,0.0,99648,91809,191457,0,0,0,99648,91809,191457,12,0,0.0,41879,34265,76144,0,0,0,41879,34265,76144,12,0,0.0,76144,72914,3230,0,0,0,12,0,0.0
356,False,False,20-05-1991,180,1008,True,0,0,0,0,0,0,0,0,0,24,1,25,21,1,22,20,9,45.0,JD,VIJAY SINGH RANA,26834.0,BJP,UDHAIBHAN SINGH,21261.0,8,0,0.0,94429,87033,181462,0,0,0,94429,87033,181462,12,0,0.0,47716,40593,88309,0,0,0,47716,40593,88309,12,0,0.0,88309,84578,3731,0,0,0,12,0,0.0
357,False,False,20-05-1991,170,1076,True,0,0,0,0,0,0,0,0,0,51,2,53,49,2,51,20,9,45.0,BJP,HARDWAR DUBE,39436.0,JD,SHIV CHARAN LAL MANAV,25538.0,8,0,0.0,95247,87691,182938,0,0,0,95247,87691,182938,12,0,0.0,47163,40723,87886,0,0,0,47163,40723,87886,12,0,0.0,87886,85688,2198,0,0,0,12,0,0.0
358,False,False,20-05-1991,177,1024,True,0,0,0,0,0,0,0,0,0,43,2,45,41,2,43,20,9,45.0,BJP,SATYA PRAKASH VIKAL,46337.0,INC,OM PRAKASH JINDAL S/O CHHAJU RAM,21787.0,8,0,0.0,94291,87000,181291,0,0,0,94291,87000,181291,12,0,0.0,43740,38788,82528,0,0,0,43740,38788,82528,12,0,0.0,82528,80153,2375,0,0,0,12,0,0.0
359,False,False,20-05-1991,173,1086,True,0,0,0,0,0,0,0,0,0,30,2,32,28,2,30,20,9,45.0,BJP,KISHAN GOPAL,37924.0,JD,SURESH CHAND SONI,17810.0,8,0,0.0,99605,88329,187934,0,0,0,99605,88329,187934,12,0,0.0,41720,36998,78718,0,0,0,41720,36998,78718,12,0,0.0,78718,76147,2571,0,0,0,12,0,0.0
360,False,False,20-05-1991,174,1011,True,0,0,0,0,0,0,0,0,0,12,0,12,10,0,10,20,9,45.0,BJP,BABU LAL GOYAL,35756.0,JD,MANDALESHWAR SINGH,34783.0,8,0,0.0,91551,84373,175924,0,0,0,91551,84373,175924,12,0,0.0,55218,38357,93575,0,0,0,55218,38357,93575,12,0,0.0,93575,90542,3033,0,0,0,12,0,0.0
361,False,False,20-05-1991,188,991,True,0,0,0,0,0,0,0,0,0,16,0,16,14,0,14,20,9,45.0,BJP,UMMED SINGH,29106.0,JD,BADAN SINGH,25107.0,8,0,0.0,97055,89295,186350,0,0,0,97055,89295,186350,12,0,0.0,57626,24630,82256,0,0,0,57626,24630,82256,12,0,0.0,82256,79503,2753,0,0,0,12,0,0.0
362,False,False,20-05-1991,211,898,True,0,0,0,0,0,0,0,0,0,16,0,16,13,0,13,20,9,45.0,JD,POORAN PRAKASH,31358.0,BJP,AJAY KUMAR,29527.0,8,0,0.0,104311,85170,189481,0,0,0,104311,85170,189481,12,0,0.0,61113,29277,90390,0,0,0,61113,29277,90390,12,0,0.0,90390,87092,3298,0,0,0,12,0,0.0
363,False,False,20-05-1991,222,967,True,0,0,0,0,0,0,0,0,0,35,1,36,32,1,33,20,9,45.0,BJP,RAVIKANT GARG,45753.0,INC,PRADEEP MATHUR,23546.0,8,0,0.0,118100,96575,214675,0,0,0,118100,96575,214675,12,0,0.0,59539,39677,99216,0,0,0,59539,39677,99216,12,0,0.0,99216,95464,3752,0,0,0,12,0,0.0
364,False,False,20-05-1991,201,893,True,0,0,0,0,0,0,0,0,0,13,1,14,11,0,11,20,9,45.0,BJP,KISHORI SHYAM,32782.0,IND,TEJPAL SINGH,29715.0,8,0,0.0,98756,80748,179504,0,0,0,98756,80748,179504,12,0,0.0,54401,44484,98885,0,0,0,54401,44484,98885,12,0,0.0,98885,95304,3581,0,0,0,12,0,0.0
365,False,False,20-05-1991,206,907,True,0,0,0,0,0,0,0,0,0,14,0,14,11,0,11,20,9,45.0,INC,SHYAM SUNDER SHARMA,31342.0,JD,KUSHAL PAL SINGH,28044.0,8,0,0.0,102912,84015,186927,0,0,0,102912,84015,186927,12,0,0.0,55311,45171,100482,0,0,0,55311,45171,100482,12,0,0.0,100482,95639,4843,0,0,0,12,0,0.0
366,False,False,20-05-1991,196,935,True,0,0,0,0,0,0,0,0,0,18,0,18,16,0,16,20,9,45.0,JD,NAVAV SINGH,26464.0,BJP,PRANAT PAL SINGH,25032.0,8,0,0.0,100933,82424,183357,0,0,0,100933,82424,183357,12,0,0.0,48167,39410,87577,0,0,0,48167,39410,87577,12,0,0.0,87577,84785,2792,0,0,0,12,0,0.0
367,False,False,20-05-1991,202,898,True,0,0,0,0,0,0,0,0,0,14,0,14,12,0,12,20,9,45.0,BJP,VIJENDRA SINGH,33122.0,JD,KMUSTEMAND ALI KHAN,28107.0,8,0,0.0,99841,81466,181307,0,0,0,99841,81466,181307,12,0,0.0,46217,37711,83928,0,0,0,46217,37711,83928,12,0,0.0,83928,80554,3374,0,0,0,12,0,0.0
368,False,False,20-05-1991,195,953,True,0,0,0,0,0,0,0,0,0,12,1,13,10,1,11,20,9,45.0,JD,RAM SARAN SINGH,38190.0,BJP,SATYA PAL SINGH,30873.0,8,0,0.0,102180,83601,185781,0,0,0,102180,83601,185781,12,0,0.0,51211,41898,93109,0,0,0,51211,41898,93109,12,0,0.0,93109,90385,2724,0,0,0,12,0,0.0
369,False,False,20-05-1991,192,929,True,0,0,0,0,0,0,0,0,0,17,1,18,15,1,16,20,9,45.0,BJP,HARI SHANKER MADHRE,34956.0,JD,RAMESH KARAN,17000.0,8,0,0.0,98058,80229,178287,0,0,0,98058,80229,178287,12,0,0.0,44394,36319,80713,0,0,0,44394,36319,80713,12,0,0.0,80713,77817,2896,0,0,0,12,0,0.0
370,False,False,20-05-1991,203,894,True,0,0,0,0,0,0,0,0,0,15,2,17,12,2,14,20,9,45.0,JD,SURESH PRATAP GANDHI,24840.0,JP,NEKRAM SHARMA,21458.0,8,0,0.0,99820,81676,181496,0,0,0,99820,81676,181496,12,0,0.0,48446,39632,88078,0,0,0,48446,39632,88078,12,0,0.0,88078,84728,3350,0,0,0,12,0,0.0
371,False,False,20-05-1991,189,928,True,0,0,0,0,0,0,0,0,0,18,2,20,16,2,18,20,9,45.0,BJP,RAM SINGH,30319.0,JP,VERESHWAR ALIAS VEERESH YADAV,24419.0,8,0,0.0,96446,78911,175357,0,0,0,96446,78911,175357,12,0,0.0,53142,43476,96618,0,0,0,53142,43476,96618,12,0,0.0,96618,91469,5149,0,0,0,12,0,0.0
372,False,False,20-05-1991,199,949,True,0,0,0,0,0,0,0,0,0,24,0,24,22,0,22,20,9,45.0,BJP,KALYAN SINGH MADHOLI,58640.0,INC,ANWAR KHAN,31263.0,8,0,0.0,103831,84953,188784,0,0,0,103831,84953,188784,12,0,0.0,60823,49763,110586,0,0,0,60823,49763,110586,12,0,0.0,110586,107047,3539,0,0,0,12,0,0.0
