Constituency_No,Uncontested,Women_Col_Forced,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion
131,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SHRIPAT MISRA,17747.0,JS,UDAI PRATAP,12784.0,8,0,0.0,76413,0,76413,0,0,0,76413,0,76413,9,2,22.22222222222222,40386,0,40386,0,0,0,40386,0,40386,9,2,22.22222222222222,40386,37800,2586,0,0,10,0,0.0
132,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SHANKER LAL,11637.0,JS,BALIHARI,6620.0,8,0,0.0,79725,0,79725,0,0,0,79725,0,79725,9,2,22.22222222222222,31838,0,31838,0,0,0,31838,0,31838,9,2,22.22222222222222,31838,29142,2696,0,0,10,0,0.0
133,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,MAHADEO,17688.0,INC,MAULVI MOHAMMAD NASIR,12149.0,8,0,0.0,86675,0,86675,0,0,0,86675,0,86675,9,2,22.22222222222222,47373,0,47373,0,0,0,47373,0,47373,9,2,22.22222222222222,47373,44722,2651,0,0,10,0,0.0
134,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM RATI,10565.0,CPI,PALTOO,10324.0,8,0,0.0,86134,0,86134,0,0,0,86134,0,86134,9,2,22.22222222222222,32312,0,32312,0,0,0,32312,0,32312,9,2,22.22222222222222,32312,29649,2663,0,0,10,0,0.0
135,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,JAGDAMBA PRASAD,11959.0,PSP,BHAGWATI PRASAD,11712.0,8,0,0.0,78487,0,78487,0,0,0,78487,0,78487,9,2,22.22222222222222,48331,0,48331,0,0,0,48331,0,48331,9,2,22.22222222222222,48331,45382,2949,0,0,10,0,0.0
136,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SUKHRAMDAS,9093.0,SOC,BADALRAM,7506.0,8,0,0.0,90097,0,90097,0,0,0,90097,0,90097,9,2,22.22222222222222,31019,0,31019,0,0,0,31019,0,31019,9,2,22.22222222222222,31019,28717,2302,0,0,10,0,0.0
137,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,JAI RAM VARMA,27779.0,IND,SATYA NARAIN,17798.0,8,0,0.0,89042,0,89042,0,0,0,89042,0,89042,9,2,22.22222222222222,57842,0,57842,0,0,0,57842,0,57842,9,2,22.22222222222222,57842,54937,2905,0,0,10,0,0.0
138,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAJA RAM,15125.0,CPI,SHAMBHOO NARAIN SINGH,11992.0,8,0,0.0,82594,0,82594,0,0,0,82594,0,82594,9,2,22.22222222222222,43634,0,43634,0,0,0,43634,0,43634,9,2,22.22222222222222,43634,41146,2488,0,0,10,0,0.0
139,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,MADAN MOHAN,19569.0,JS,GUR DATT SINGH,12634.0,8,0,0.0,81618,0,81618,0,0,0,81618,0,81618,9,2,22.22222222222222,44093,0,44093,0,0,0,44093,0,44093,9,2,22.22222222222222,44093,41750,2343,0,0,10,0,0.0
140,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,AKHAND PRATAP SINGH,22058.0,IND,AWADHESH PRATAP SINGH,17081.0,8,0,0.0,78323,0,78323,0,0,0,78323,0,78323,9,2,22.22222222222222,44547,0,44547,0,0,0,44547,0,44547,9,2,22.22222222222222,44547,41663,2884,0,0,10,0,0.0
141,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,HARI NATH TEWARI,11394.0,INC,RAM LAL,10032.0,8,0,0.0,79362,0,79362,0,0,0,79362,0,79362,9,2,22.22222222222222,35901,0,35901,0,0,0,35901,0,35901,9,2,22.22222222222222,35901,33439,2462,0,0,10,0,0.0
142,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,DHOOM PRASAD,15628.0,INC,CHIRKUT,9791.0,8,0,0.0,77671,0,77671,0,0,0,77671,0,77671,9,2,22.22222222222222,30262,0,30262,0,0,0,30262,0,30262,9,2,22.22222222222222,30262,28714,1548,0,0,10,0,0.0
143,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,MUKUT BEHARI LAL,21689.0,INC,ALI MOHAMMAD ZAIDI,21197.0,8,0,0.0,83580,0,83580,0,0,0,83580,0,83580,9,2,22.22222222222222,52359,0,52359,0,0,0,52359,0,52359,9,2,22.22222222222222,52359,49535,2824,0,0,10,0,0.0
144,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,RAM KISHORE,14042.0,SOC,JANG BAHADUR,11780.0,8,0,0.0,80139,0,80139,0,0,0,80139,0,80139,9,2,22.22222222222222,42771,0,42771,0,0,0,42771,0,42771,9,2,22.22222222222222,42771,40061,2710,0,0,10,0,0.0
145,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GHAN SHYAM DASS,8688.0,SOC,NANHE,7934.0,8,0,0.0,83779,0,83779,0,0,0,83779,0,83779,9,2,22.22222222222222,31902,0,31902,0,0,0,31902,0,31902,9,2,22.22222222222222,31902,30050,1852,0,0,10,0,0.0
146,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,DUIJENDRA NARAIN,22509.0,INC,BINDUMATI DEVI,15747.0,8,0,0.0,85187,0,85187,0,0,0,85187,0,85187,9,2,22.22222222222222,49137,0,49137,0,0,0,49137,0,49137,9,2,22.22222222222222,49137,46269,2768,100,0,10,0,0.0
147,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SOC,MENDI LAL,13651.0,INC,MANGAL PRASAD,13060.0,8,0,0.0,86680,0,86680,0,0,0,86680,0,86680,9,2,22.22222222222222,36631,0,36631,0,0,0,36631,0,36631,9,2,22.22222222222222,36631,34644,1987,0,0,10,0,0.0
148,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,JAMILUR RAHMAN,21274.0,SOC,ANANT RAM,15397.0,8,0,0.0,86815,0,86815,0,0,0,86815,0,86815,9,2,22.22222222222222,54057,0,54057,0,0,0,54057,0,54057,9,2,22.22222222222222,54057,51134,2923,0,0,10,0,0.0
149,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SOC,NATTHA RAM,20534.0,INC,BABULAL KUSHMESH,16841.0,8,0,0.0,89556,0,89556,0,0,0,89556,0,89556,9,2,22.22222222222222,49177,0,49177,0,0,0,49177,0,49177,9,2,22.22222222222222,49177,46719,2458,0,0,10,0,0.0
150,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SOC,RAM ASREY,19102.0,IND,AMAR KRISHNA NARAIN SINGH RAJA RAM NAGAR,13952.0,8,0,0.0,85996,0,85996,0,0,0,85996,0,85996,9,2,22.22222222222222,54908,0,54908,0,0,0,54908,0,54908,9,2,22.22222222222222,54908,51925,2983,0,0,10,0,0.0
151,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,HUKAM SINGH VISEN,18451.0,PSP,JAGANNATH SINGH,16094.0,8,0,0.0,80939,0,80939,0,0,0,80939,0,80939,9,2,22.22222222222222,46744,0,46744,0,0,0,46744,0,46744,9,2,22.22222222222222,46744,43868,2876,0,0,10,0,0.0
152,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SWA,ABDUL HASEEB KHAN,13003.0,INC,KIRPA RAM,7551.0,8,0,0.0,84372,0,84372,0,0,0,84372,0,84372,9,2,22.22222222222222,38308,0,38308,0,0,0,38308,0,38308,9,2,22.22222222222222,38308,36036,2272,0,0,10,0,0.0
153,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SWA,RAM ADHAR KANNAUJIA,17032.0,INC,RAJ KISHORE RAO,8080.0,8,0,0.0,68372,0,68372,0,0,0,68372,0,68372,9,2,22.22222222222222,29178,0,29178,0,0,0,29178,0,29178,9,2,22.22222222222222,29178,27896,1282,0,0,10,0,0.0
154,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,BASANT LAL SHARMA,10905.0,IND,KISHUN LAL,10564.0,8,0,0.0,90953,0,90953,0,0,0,90953,0,90953,9,2,22.22222222222222,40551,0,40551,0,0,0,40551,0,40551,9,2,22.22222222222222,40551,38289,2262,0,0,10,0,0.0
155,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SWA,PREM SINGH,16006.0,INC,HAMIDULLA KHAN,7126.0,8,0,0.0,96222,0,96222,0,0,0,96222,0,96222,9,2,22.22222222222222,31508,0,31508,0,0,0,31508,0,31508,9,2,22.22222222222222,31508,30105,1403,0,0,10,0,0.0
156,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,JADISH PRASAD,28162.0,PSP,SYED ZARGHAM HAIDER,24830.0,8,0,0.0,90556,0,90556,0,0,0,90556,0,90556,9,2,22.22222222222222,54909,0,54909,0,0,0,54909,0,54909,9,2,22.22222222222222,54909,52992,1917,0,0,10,0,0.0
157,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,DALJIT SINGH,16723.0,PSP,BADLU RAM,16188.0,8,0,0.0,86214,0,86214,0,0,0,86214,0,86214,9,2,22.22222222222222,36049,0,36049,0,0,0,36049,0,36049,9,2,22.22222222222222,36049,35142,907,0,0,10,0,0.0
158,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SWA,MANGOL,12362.0,INC,MAHADEO PRASAD,9754.0,8,0,0.0,94378,0,94378,0,0,0,94378,0,94378,9,2,22.22222222222222,32793,0,32793,0,0,0,32793,0,32793,9,2,22.22222222222222,32793,31062,1731,0,0,10,0,0.0
159,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SWA,MANNU SINGH,15387.0,INC,SHIVA SARAN LAL,8718.0,8,0,0.0,76566,0,76566,0,0,0,76566,0,76566,9,2,22.22222222222222,31638,0,31638,0,0,0,31638,0,31638,9,2,22.22222222222222,31638,30449,1189,0,0,10,0,0.0
160,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,BDALDEO SINGH,28482.0,INC,BALBHADRA PRASAD,22694.0,8,0,0.0,99381,0,99381,0,0,0,99381,0,99381,9,2,22.22222222222222,62242,0,62242,0,0,0,62242,0,62242,9,2,22.22222222222222,62242,59711,2531,0,0,10,0,0.0
161,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,SUKHDEO PRASAD,18217.0,INC,SHYAM LAL,16200.0,8,0,0.0,85859,0,85859,0,0,0,85859,0,85859,9,2,22.22222222222222,37906,0,37906,0,0,0,37906,0,37906,9,2,22.22222222222222,37906,36217,1689,0,0,10,0,0.0
162,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,BABBAN SINGH,20439.0,JS,PRATAP NARAIN,20384.0,8,0,0.0,90950,0,90950,0,0,0,90950,0,90950,9,2,22.22222222222222,49527,0,49527,0,0,0,49527,0,49527,9,2,22.22222222222222,49527,47402,2125,0,0,10,0,0.0
163,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,SURAJ LAL,24704.0,INC,ALI JARRAR JAFFERY,20205.0,8,0,0.0,97046,0,97046,0,0,0,97046,0,97046,9,2,22.22222222222222,50728,0,50728,0,0,0,50728,0,50728,9,2,22.22222222222222,50728,48666,2062,0,0,10,0,0.0
164,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,AVADH NARAIN SINGH,13217.0,SWA,RAGHURANTEJ BAHADUR SINGH,12962.0,8,0,0.0,93435,0,93435,0,0,0,93435,0,93435,9,2,22.22222222222222,43948,0,43948,0,0,0,43948,0,43948,9,2,22.22222222222222,43948,41581,2367,0,0,10,0,0.0
165,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SWA,RAGHVENDRA PRATAP SINGH,29849.0,INC,DEVENDRA NATH MISRA,21918.0,8,0,0.0,91382,0,91382,0,0,0,91382,0,91382,9,2,22.22222222222222,55477,0,55477,0,0,0,55477,0,55477,9,2,22.22222222222222,55477,53220,2257,0,0,10,0,0.0
166,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,ISHWAR SARAN,12893.0,SWA,RAGHO RAM PANDEY,12207.0,8,0,0.0,88451,0,88451,0,0,0,88451,0,88451,9,2,22.22222222222222,41861,0,41861,0,0,0,41861,0,41861,9,2,22.22222222222222,41861,39337,2524,0,0,10,0,0.0
167,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SWA,NAVRANG SINGH,10126.0,JS,RAM DULARE,9771.0,8,0,0.0,89730,0,89730,0,0,0,89730,0,89730,9,2,22.22222222222222,37483,0,37483,0,0,0,37483,0,37483,9,2,22.22222222222222,37483,34826,2657,0,0,10,0,0.0
168,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GANGA PRASAD,11462.0,SWA,CAPTAIN RAM GHARIB,9034.0,8,0,0.0,81624,0,81624,0,0,0,81624,0,81624,9,2,22.22222222222222,30291,0,30291,0,0,0,30291,0,30291,9,2,22.22222222222222,30291,28268,2023,0,0,10,0,0.0
169,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SANTI CHAND,11982.0,SWA,KEDAR NATH,11068.0,8,0,0.0,77156,0,77156,0,0,0,77156,0,77156,9,2,22.22222222222222,29908,0,29908,0,0,0,29908,0,29908,9,2,22.22222222222222,29908,28463,1445,0,0,10,0,0.0
170,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SOC,GIRJA PRASAD,8910.0,JS,PIAREY LAL,8802.0,8,0,0.0,86214,0,86214,0,0,0,86214,0,86214,9,2,22.22222222222222,40633,0,40633,0,0,0,40633,0,40633,9,2,22.22222222222222,40633,37638,2995,0,0,10,0,0.0
171,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SITAL PRASAD,10578.0,SWA,RAGHURAJ,7655.0,8,0,0.0,83542,0,83542,0,0,0,83542,0,83542,9,2,22.22222222222222,34447,0,34447,0,0,0,34447,0,34447,9,2,22.22222222222222,34447,32487,1960,0,0,10,0,0.0
172,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,VISHNU PRATAP SINGH,17039.0,SWA,BALDEO SINGH,13245.0,8,0,0.0,86150,0,86150,0,0,0,86150,0,86150,9,2,22.22222222222222,41055,0,41055,0,0,0,41055,0,41055,9,2,22.22222222222222,41055,38793,2262,0,0,10,0,0.0
173,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAN BAHADUR SINGH,11802.0,SWA,SURENDRA PRATAP NARAIN,9063.0,8,0,0.0,84882,0,84882,0,0,0,84882,0,84882,9,2,22.22222222222222,37974,0,37974,0,0,0,37974,0,37974,9,2,22.22222222222222,37974,34550,3424,0,0,10,0,0.0
174,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM LAKHAN SINGH,12604.0,PSP,BHAGWAN SINGH,11340.0,8,0,0.0,81913,0,81913,0,0,0,81913,0,81913,9,2,22.22222222222222,42288,0,42288,0,0,0,42288,0,42288,9,2,22.22222222222222,42288,37760,4528,0,0,10,0,0.0
175,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,SHAKUNTALA NAYAR,17352.0,INC,RAM SHANKER LAL,15421.0,8,0,0.0,83810,0,83810,0,0,0,83810,0,83810,9,2,22.22222222222222,46548,0,46548,0,0,0,46548,0,46548,9,2,22.22222222222222,46548,44999,1549,0,0,10,0,0.0
176,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAJENDRA KISHORI,18483.0,JS,NIRMAL KUMARI,12134.0,8,0,0.0,76746,0,76746,0,0,0,76746,0,76746,9,2,22.22222222222222,41921,0,41921,0,0,0,41921,0,41921,9,2,22.22222222222222,41921,39393,2528,0,0,10,0,0.0
177,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,KAZI JALIL ABBASI,19252.0,SWA,JAIDATT SINGH,11860.0,8,0,0.0,86856,0,86856,0,0,0,86856,0,86856,9,2,22.22222222222222,50754,0,50754,0,0,0,50754,0,50754,9,2,22.22222222222222,50754,46585,4169,0,0,10,0,0.0
178,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SWA,BHANU PRATAP SINGH,23769.0,INC,MAHADEO SINGH,14962.0,8,0,0.0,87940,0,87940,0,0,0,87940,0,87940,9,2,22.22222222222222,49674,0,49674,0,0,0,49674,0,49674,9,2,22.22222222222222,49674,46522,3152,0,0,10,0,0.0
179,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM KUMAR,15909.0,JS,SHEO NARAIN,11550.0,8,0,0.0,94161,0,94161,0,0,0,94161,0,94161,9,2,22.22222222222222,41686,0,41686,0,0,0,41686,0,41686,9,2,22.22222222222222,41686,38897,2789,0,0,10,0,0.0
180,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,MADHO PRASAD TRIPATHI,22879.0,INC,PRABHU DAYAL,15806.0,8,0,0.0,86202,0,86202,0,0,0,86202,0,86202,9,2,22.22222222222222,49605,0,49605,0,0,0,49605,0,49605,9,2,22.22222222222222,49605,46261,3344,0,0,10,0,0.0
181,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,CHANDRA PAL,15570.0,INC,MOHAMMAD SULEMAN,9736.0,8,0,0.0,71811,0,71811,0,0,0,71811,0,71811,9,2,22.22222222222222,33834,0,33834,0,0,0,33834,0,33834,9,2,22.22222222222222,33834,31660,2174,0,0,10,0,0.0
182,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,JAGDISH,18822.0,INC,MATHURA PRASAD,15818.0,8,0,0.0,76560,0,76560,0,0,0,76560,0,76560,9,2,22.22222222222222,42793,0,42793,0,0,0,42793,0,42793,9,2,22.22222222222222,42793,39912,2881,0,0,10,0,0.0
183,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,TAMESHWAR PRASAD,15173.0,JS,RAMA KANT,14656.0,8,0,0.0,77439,0,77439,0,0,0,77439,0,77439,9,2,22.22222222222222,38974,0,38974,0,0,0,38974,0,38974,9,2,22.22222222222222,38974,35901,3073,0,0,10,0,0.0
184,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SOHAN LAL DHUSIA,15922.0,SWA,SHANKAR DASS,4146.0,8,0,0.0,73946,0,73946,0,0,0,73946,0,73946,9,2,22.22222222222222,27664,0,27664,0,0,0,27664,0,27664,9,2,22.22222222222222,27664,26293,1371,0,0,10,0,0.0
185,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SUCHETA KRIPALANI,24424.0,JS,CHANDRASHEKHAR SINGH,20476.0,8,0,0.0,80070,0,80070,0,0,0,80070,0,80070,9,2,22.22222222222222,49797,0,49797,0,0,0,49797,0,49797,9,2,22.22222222222222,49797,47199,2598,0,0,10,0,0.0
186,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GENDA DEVI,16584.0,SWA,BHAWANI SARAN,9368.0,8,0,0.0,81361,0,81361,0,0,0,81361,0,81361,9,2,22.22222222222222,37035,0,37035,0,0,0,37035,0,37035,9,2,22.22222222222222,37035,34994,2041,0,0,10,0,0.0
187,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SWA,SHYAM LAL,19389.0,INC,RAM LAL,18220.0,8,0,0.0,85340,0,85340,0,0,0,85340,0,85340,9,2,22.22222222222222,42467,0,42467,0,0,0,42467,0,42467,9,2,22.22222222222222,42467,40311,2156,0,0,10,0,0.0
188,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SWA,KASHI NATH BAHADUR,24814.0,INC,DHANUSHDHARI,12767.0,8,0,0.0,75183,0,75183,0,0,0,75183,0,75183,9,2,22.22222222222222,45457,0,45457,0,0,0,45457,0,45457,9,2,22.22222222222222,45457,43195,2262,0,0,10,0,0.0
189,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GANESH PRASAD,11101.0,PSP,DASHARATH,5153.0,8,0,0.0,93750,0,93750,0,0,0,93750,0,93750,9,2,22.22222222222222,34211,0,34211,0,0,0,34211,0,34211,9,2,22.22222222222222,34211,32080,2131,0,0,10,0,0.0
190,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,YASODA DEVI,11588.0,SOC,RAMPATI,3252.0,8,0,0.0,91246,0,91246,0,0,0,91246,0,91246,9,2,22.22222222222222,25273,0,25273,0,0,0,25273,0,25273,9,2,22.22222222222222,25273,23530,1743,0,0,10,0,0.0
191,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,PSP,KALPANATH SINGH,14267.0,INC,KAILASHWATI,13907.0,8,0,0.0,99618,0,99618,0,0,0,99618,0,99618,9,2,22.22222222222222,39481,0,39481,0,0,0,39481,0,39481,9,2,22.22222222222222,39481,37300,2181,0,0,10,0,0.0
192,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM LAKHAN SHUKLA,15809.0,SOC,ASHWANI KUMAR,8176.0,8,0,0.0,89294,0,89294,0,0,0,89294,0,89294,9,2,22.22222222222222,36809,0,36809,0,0,0,36809,0,36809,9,2,22.22222222222222,36809,34824,1985,0,0,10,0,0.0
193,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM SURAT,12814.0,SOC,RAMPATI,11140.0,8,0,0.0,77970,0,77970,0,0,0,77970,0,77970,9,2,22.22222222222222,31611,0,31611,0,0,0,31611,0,31611,9,2,22.22222222222222,31611,29511,2100,0,0,10,0,0.0
194,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,ACHHAIBER SINGH,10356.0,SOC,MADHUKAR DIGHE,10160.0,8,0,0.0,72946,0,72946,0,0,0,72946,0,72946,9,2,22.22222222222222,34954,0,34954,0,0,0,34954,0,34954,9,2,22.22222222222222,34954,32556,2398,0,0,10,0,0.0
195,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,NIAMATULLAH ANSARI,22441.0,JS,LAKSHMI KANT CHATURVEDI,18347.0,8,0,0.0,88950,0,88950,0,0,0,88950,0,88950,9,2,22.22222222222222,52887,0,52887,0,0,0,52887,0,52887,9,2,22.22222222222222,52887,50121,2766,0,0,10,0,0.0
